,note length,pitch
0,3.8,9.8
1,-2.0,-4.0
2,0.0,0.8
3,-0.4,2.8
4,0.0,-4.0
5,0.0,0.8
6,0.0,2.8
7,0.0,-4.0
8,0.0,0.8
9,0.0,4.8
10,0.0,-6.0
11,0.0,0.8
12,0.0,2.8
13,0.0,-10.0
14,0.0,-2.0
15,0.8,4.8
16,-2.0,-5.0
17,0.0,1.8
18,0.0,2.8
19,0.0,3.8
20,0.8,2.8
21,-1.0,-12.0
22,0.0,1.8
23,0.0,2.8
24,0.0,3.8
25,0.4,2.8
26,1.2,0.0
27,-1.0,-12.0
28,-2.0,6.8
29,1.4,6.8
30,-0.6,-1.0
31,0.0,0.8
32,0.0,-1.0
33,0.0,0.8
34,0.0,-1.0
35,1.8,0.8
36,-0.6,-5.0
37,0.4,4.8
38,-2.0,0.0
39,0.0,-2.0
40,0.0,1.8
41,0.0,-1.0
42,1.8,0.8
43,-1.0,-5.0
44,0.8,4.8
45,-1.4,0.0
46,-0.6,-5.0
47,0.0,0.8
48,-1.0,-3.0
49,1.4,-3.0
50,-0.6,-4.0
51,0.0,8.8
52,0.0,-2.0
53,0.0,4.8
54,0.0,-1.0
55,0.0,-1.0
56,0.0,-3.0
57,0.0,-3.0
58,0.0,-4.0
59,0.8,6.8
60,-1.6,-3.0
61,0.8,0.8
62,-1.6,-1.0
63,0.8,0.8
64,0.4,-1.0
65,-0.6,0.8
66,0.0,-3.0
67,0.0,2.8
68,-0.6,-1.0
69,0.0,0.8
70,0.8,-1.0
71,-0.4,0.8
72,0.0,-1.0
73,0.0,0.8
74,0.0,-3.0
75,0.0,2.8
76,0.0,-1.0
77,0.0,0.8
78,0.0,-1.0
79,0.0,0.8
80,0.4,-2.0
81,-0.6,1.8
82,0.0,1.8
83,0.0,-2.0
84,0.0,-1.0
85,0.0,0.8
86,0.0,-1.0
87,0.0,0.8
88,0.2,-1.0
89,-1.6,0.8
90,1.8,3.8
91,-0.6,-4.0
92,0.0,-1.0
93,0.0,0.8
94,0.0,-1.0
95,0.0,0.8
96,-1.0,-1.0
97,0.8,0.8
98,0.4,-5.0
99,-0.6,4.8
100,0.0,-1.0
101,0.0,0.8
102,0.0,-1.0
103,0.0,0.8
104,0.0,-1.0
105,0.0,0.8
106,0.4,6.8
107,-1.0,-7.0
108,0.8,-1.0
109,-1.0,0.8
110,0.4,3.8
111,0.0,-4.0
112,0.0,-1.0
113,0.0,0.8
114,0.0,8.8
115,0.0,-9.0
116,0.0,-1.0
117,0.0,0.8
118,0.4,6.8
119,-1.0,-7.0
120,0.4,-1.0
121,0.0,0.8
122,0.4,3.8
123,-1.6,-3.0
124,1.4,0.8
125,-1.6,-1.0
126,1.4,0.8
127,-1.0,-2.0
128,0.4,-3.0
129,0.0,-2.0
130,0.8,4.8
131,-2.0,-3.0
132,0.0,3.8
133,0.0,8.8
134,4.0,1.8
135,-1.4,-3.0
136,-3.0,1.8
137,2.6,0.8
138,0.0,-3.0
139,-1.8,5.8
140,0.0,0.8
141,-0.6,-1.0
142,0.0,0.8
143,0.0,-1.0
144,1.4,-1.0
145,0.0,-2.0
146,0.0,-3.0
147,0.4,6.8
148,0.0,-7.0
149,-1.6,-5.0
150,0.0,0.8
151,0.0,0.8
152,0.0,0.8
153,0.0,-3.0
154,-1.0,-2.0
155,1.4,-2.0
156,-0.6,-3.0
157,0.0,6.8
158,0.0,0.8
159,0.0,0.8
160,0.0,0.8
161,-0.6,-3.0
162,0.0,-2.0
163,0.8,-2.0
164,-0.4,-3.0
165,0.4,-2.0
166,-0.6,1.8
167,0.0,2.8
168,0.0,-5.0
169,0.0,1.8
170,0.0,3.8
171,0.0,2.8
172,1.2,4.8
173,-1.4,-2.0
174,0.0,-3.0
175,0.0,-4.0
176,0.2,-3.0
177,-1.0,-2.0
178,1.4,4.8
179,0.0,0.0
