,note length,pitch
0,-1.0,2.8
1,1.4,1.8
2,0.6,1.8
3,-1.0,-7.0
4,-1.0,2.8
5,1.0,1.8
6,0.6,0.8
7,-1.4,-6.0
8,0.0,2.8
9,0.8,1.8
10,0.0,0.8
11,-0.6,-1.0
12,-1.0,-2.0
13,0.4,-2.0
14,0.0,1.8
15,0.8,-2.0
16,-0.6,-2.0
17,1.4,-5.0
18,-3.0,1.8
19,1.4,1.8
20,0.8,1.8
21,-1.6,1.8
22,0.4,2.8
23,-1.0,-3.0
24,0.4,0.8
25,0.0,1.8
26,0.0,0.8
27,0.0,1.8
28,0.0,0.8
29,0.0,1.8
30,0.0,-3.0
31,0.0,-2.0
32,0.8,-1.0
33,0.0,1.8
34,-1.0,0.8
35,0.8,1.8
36,0.2,1.8
37,-0.8,2.8
38,0.8,-1.0
39,-1.2,-2.0
40,1.0,-2.0
41,-1.6,0.0
42,-1.0,0.8
43,0.0,-1.0
44,0.8,-1.0
45,0.0,0.8
46,1.8,0.0
47,-1.4,-3.0
48,-0.6,-4.0
49,0.0,-1.0
50,1.2,-2.0
51,-0.8,1.8
52,-0.6,-3.0
53,0.0,0.8
54,0.0,1.8
55,0.0,0.8
56,0.0,1.8
57,0.0,-3.0
58,0.0,0.8
59,0.0,1.8
60,0.0,0.8
61,0.0,0.8
62,0.0,2.8
63,0.0,-2.0
64,0.0,-8.0
65,0.0,2.8
66,0.0,3.8
67,0.0,-2.0
68,0.0,-2.0
69,0.0,-3.0
70,0.0,-4.0
71,0.0,-1.0
72,0.0,0.0
73,0.8,2.8
74,-0.6,4.8
75,-0.6,-3.0
76,0.0,4.8
77,1.4,0.0
78,-0.6,-2.0
79,-1.0,1.8
80,0.0,1.8
81,0.0,2.8
82,0.8,2.8
83,0.0,-2.0
84,0.0,-1.0
85,0.0,-2.0
86,0.0,-2.0
87,-0.6,-3.0
88,0.8,-2.0
89,-1.0,-2.0
90,1.4,-1.0
91,-2.2,1.8
92,0.4,1.8
93,-0.6,-4.0
94,0.0,0.8
95,0.0,0.8
96,1.2,0.8
97,-2.4,-1.0
98,0.0,-1.0
99,1.4,-1.0
100,-0.6,0.0
101,0.0,-1.0
102,0.0,-1.0
103,0.0,2.8
104,0.8,-4.0
105,-1.0,-4.0
106,0.0,1.8
107,1.4,0.0
108,-0.6,-2.0
109,-0.6,11.8
110,-0.6,-3.0
111,1.4,1.8
112,-1.6,-3.0
113,0.0,0.8
114,0.0,1.8
115,0.0,-3.0
116,0.0,0.8
117,0.0,1.8
118,0.0,0.8
119,-1.0,0.8
120,0.0,0.8
121,0.8,1.8
122,0.0,-2.0
123,0.0,-2.0
124,0.0,-3.0
125,0.0,4.8
126,0.0,-3.0
127,-0.6,1.8
128,0.0,0.8
129,0.0,0.8
130,0.4,0.8
131,0.0,2.8
132,0.4,1.8
133,2.0,2.8
134,-2.8,-3.0
135,0.8,-2.0
136,-1.0,1.8
137,0.0,-2.0
138,0.0,-3.0
139,0.0,-2.0
140,0.0,-2.0
141,0.0,1.8
142,0.8,-3.0
143,0.0,0.8
144,-0.6,0.0
145,-1.0,1.8
146,0.4,-3.0
147,0.0,0.8
148,0.0,1.8
149,0.0,1.8
150,0.0,-4.0
151,1.4,1.8
152,-0.6,4.8
153,-1.0,-3.0
154,0.0,2.8
155,0.0,-3.0
156,0.0,-2.0
157,0.0,-2.0
158,0.0,-8.0
159,0.0,0.8
160,0.0,-3.0
161,3.4,1.8
162,-3.6,0.8
163,0.0,2.8
164,0.0,0.8
165,0.0,1.8
166,0.0,-4.0
167,0.8,1.8
168,-1.0,4.8
169,0.0,0.0
170,0.8,0.0
171,-1.0,-3.0
172,0.0,-2.0
173,0.0,-2.0
174,0.4,-4.0
175,-1.0,2.8
176,0.4,-2.0
177,0.0,0.8
178,0.0,0.8
179,0.0,0.8
180,0.0,0.8
181,0.8,0.8
182,-1.0,1.8
183,0.0,-3.0
184,0.8,0.8
185,-1.0,1.8
186,0.0,0.8
187,-0.2,1.8
188,0.0,0.0
