,note length,pitch
0,0.4,-3.0
1,0.0,2.8
2,0.0,-3.0
3,-0.8,3.8
4,0.0,1.8
5,0.8,0.8
6,-1.0,1.8
7,0.2,1.8
8,1.4,-3.0
9,4.0,3.8
10,-5.8,-8.0
11,0.8,0.8
12,-1.0,0.8
13,0.0,-5.0
14,0.8,5.8
15,-1.0,-1.0
16,0.0,-1.0
17,0.8,-3.0
18,-1.0,0.0
19,0.0,0.8
20,0.0,-1.0
21,0.0,-3.0
22,0.0,-3.0
23,0.0,1.8
24,0.0,-8.0
25,0.0,5.8
26,0.0,-1.0
27,0.0,3.8
28,0.0,-7.0
29,0.8,-3.0
30,0.0,1.8
31,0.0,-8.0
32,-1.0,-1.0
33,4.2,-1.0
34,-3.4,10.8
35,0.0,-6.0
36,0.0,1.8
37,0.0,0.8
38,0.0,1.8
39,0.0,-3.0
40,0.0,0.0
41,0.0,-4.0
42,-1.0,3.8
43,1.2,-2.0
44,-1.0,1.8
45,0.8,2.8
46,-0.4,1.8
47,0.8,1.8
48,0.0,-3.0
49,-1.0,0.0
50,0.0,-1.0
51,-0.6,7.8
52,0.0,-1.0
53,0.8,-1.0
54,-0.4,1.8
55,0.0,0.0
56,0.0,1.8
57,-1.0,1.8
58,0.8,-11.0
59,0.0,6.8
60,-1.0,1.8
61,0.8,1.8
62,-1.0,-3.0
63,0.8,-1.0
64,0.0,-2.0
65,0.8,-1.0
66,-1.0,-6.0
67,0.0,-2.0
68,-0.6,-4.0
69,0.0,6.8
70,0.0,4.8
71,0.4,-1.0
72,-1.0,-3.0
73,0.0,-3.0
74,0.8,1.8
75,0.0,-3.0
76,0.0,-5.0
77,0.0,4.8
78,-1.0,-3.0
79,0.0,2.8
80,0.8,1.8
81,0.0,0.8
82,0.0,5.8
83,-0.6,-2.0
84,0.0,-4.0
85,0.0,-3.0
86,0.4,3.8
87,0.0,1.8
88,-1.0,1.8
89,0.8,4.8
90,0.2,-7.0
91,-1.0,4.8
92,0.8,1.8
93,0.0,2.8
94,-0.6,1.8
95,0.0,0.8
96,0.0,-3.0
97,3.4,1.8
98,-4.2,0.8
99,0.0,-1.0
100,0.0,-1.0
101,2.8,-1.0
102,-2.4,-12.0
103,0.8,11.8
104,0.0,0.0
105,-0.6,0.0
106,0.0,0.0
107,-0.6,-1.0
108,0.0,0.8
109,0.0,-1.0
110,0.0,0.8
111,0.0,1.8
112,1.8,-3.0
113,-2.6,3.8
114,0.0,-4.0
115,0.0,-3.0
116,0.4,0.8
117,0.0,1.8
118,0.0,-3.0
119,-1.0,-5.0
120,1.4,-2.0
121,-0.6,-2.0
122,0.8,6.8
123,-1.0,3.8
124,1.2,-2.0
125,-1.4,-2.0
126,0.0,0.8
127,0.4,-3.0
128,-0.6,-5.0
129,0.4,-2.0
130,-1.6,7.8
131,0.8,-3.0
132,0.0,1.8
133,0.0,-4.0
134,0.0,-4.0
135,-1.0,-4.0
136,0.0,6.8
137,0.8,4.8
138,-1.0,-2.0
139,0.0,-2.0
140,0.0,-1.0
141,0.0,-3.0
142,0.4,-6.0
143,0.0,5.8
144,0.0,-6.0
145,0.0,-2.0
146,0.0,0.8
147,0.0,11.8
148,-0.6,0.8
149,0.0,4.8
150,0.0,0.8
151,0.6,2.8
152,-1.4,-11.0
153,0.0,4.8
154,0.0,-3.0
155,0.0,-4.0
156,0.0,0.8
157,0.8,-4.0
158,0.0,5.8
159,0.0,0.8
160,-0.8,2.8
161,0.0,2.8
162,0.0,0.8
163,0.0,-1.0
164,0.0,-1.0
165,0.2,1.8
166,0.0,4.8
167,0.0,0.8
168,0.0,0.8
169,0.8,-13.0
170,-1.0,-1.0
171,0.0,1.8
172,0.0,0.8
173,0.0,0.8
174,0.0,-1.0
175,0.0,-1.0
176,0.0,-2.0
177,0.0,-2.0
178,0.0,2.8
179,0.0,1.8
180,0.8,0.8
181,-1.0,-2.0
182,0.4,-3.0
183,0.0,-1.0
184,0.0,2.8
185,0.0,2.8
186,0.0,-1.0
187,0.0,-1.0
188,0.0,-1.0
189,0.0,-3.0
190,0.0,-9.0
191,-0.6,0.8
192,0.0,0.8
193,0.0,0.8
194,0.8,-2.0
195,-1.0,7.8
196,0.0,-10.0
197,1.2,0.8
198,-1.0,2.8
199,0.0,-1.0
200,0.4,-2.0
201,-1.0,-1.0
202,0.0,4.8
203,0.0,4.8
204,0.0,2.8
205,0.0,1.8
206,0.0,0.8
207,0.0,-2.0
208,0.0,-2.0
209,0.0,0.8
210,0.0,-4.0
211,0.8,-2.0
212,0.0,4.8
213,-1.4,1.8
214,0.0,-1.0
215,0.8,-4.0
216,-1.0,0.8
217,1.2,1.8
218,-1.0,0.8
219,1.4,0.8
220,-1.6,-5.0
221,0.0,0.8
222,-0.4,2.8
223,0.0,0.8
224,0.8,2.8
225,-1.0,-2.0
226,0.2,0.8
227,0.0,-2.0
228,0.0,-2.0
229,0.0,-2.0
230,0.4,-2.0
231,0.0,3.8
232,0.0,0.8
233,-0.8,1.8
234,0.0,-1.0
235,0.8,1.8
236,-1.0,-6.0
237,-0.4,-2.0
238,0.0,0.8
239,0.8,0.8
240,0.0,0.8
241,0.0,0.8
242,0.0,0.8
243,0.0,-1.0
244,0.8,-2.0
245,-1.0,-3.0
246,0.0,0.8
247,0.0,0.8
248,0.0,0.8
249,-0.6,0.8
250,0.8,-3.0
251,0.2,-2.0
252,-1.0,-1.0
253,0.0,0.8
254,0.4,0.8
255,-1.0,-1.0
256,0.8,-2.0
257,-1.0,0.8
258,0.8,-3.0
259,-1.0,-2.0
260,3.2,0.8
261,-2.4,0.8
262,0.0,3.8
263,-1.0,-2.0
264,0.8,-1.0
265,0.0,1.8
266,0.0,-1.0
267,-1.0,-2.0
268,0.0,0.8
269,1.8,-1.0
270,-1.0,-1.0
271,0.0,3.8
272,0.0,-3.0
273,0.0,2.8
274,0.0,3.8
275,-1.0,3.8
276,1.4,2.8
277,-0.6,-6.0
278,0.0,-13.0
279,0.0,5.8
280,0.0,1.8
281,0.0,4.8
282,0.0,4.8
283,0.0,1.8
284,0.0,1.8
285,0.0,2.8
286,0.0,1.8
287,-0.6,-2.0
288,0.8,1.8
289,-1.0,-1.0
290,0.8,0.8
291,-0.4,-2.0
