,note length,pitch
0,0.4,0.8
1,-1.6,4.8
2,1.4,2.8
3,-1.6,1.8
4,0.8,0.8
5,0.0,0.8
6,0.0,-5.0
7,0.0,2.8
8,0.0,-2.0
9,0.4,-5.0
10,-0.6,-3.0
11,-1.0,-4.0
12,1.8,4.8
13,-2.0,-5.0
14,0.8,1.8
15,0.0,1.8
16,0.0,0.8
17,-1.0,1.8
18,0.4,0.8
19,0.0,1.8
20,1.2,-3.0
21,-0.8,-3.0
22,0.0,-5.0
23,-1.0,-3.0
24,2.4,0.8
25,-1.0,6.8
26,-0.6,-2.0
27,-1.0,1.8
28,0.8,0.8
29,0.0,1.8
30,0.0,-7.0
31,0.0,-1.0
32,0.0,0.8
33,0.0,2.8
34,-1.0,1.8
35,0.8,0.8
36,0.4,-8.0
37,-0.6,2.8
38,0.0,-3.0
39,0.0,1.8
40,0.0,2.8
41,-1.0,2.8
42,0.0,2.8
43,0.8,-1.0
44,-1.0,7.8
45,1.4,2.8
46,-0.6,-7.0
47,0.0,2.8
48,-1.0,-2.0
49,0.8,-1.0
50,0.0,0.8
51,0.0,-4.0
52,0.0,-1.0
53,0.0,-2.0
54,0.0,-2.0
55,0.0,0.8
56,0.0,-5.0
57,-1.0,3.8
58,0.0,-1.0
59,0.8,-3.0
60,0.0,0.8
61,0.0,-5.0
62,0.0,-3.0
63,0.0,-4.0
64,0.8,6.8
65,0.2,0.8
66,-2.6,10.8
67,0.0,0.8
68,0.0,-1.0
69,1.0,-2.0
70,0.0,-3.0
71,0.0,0.8
72,0.0,0.8
73,-1.0,-5.0
74,-0.4,3.8
75,0.0,0.8
76,0.0,-2.0
77,1.6,-2.0
78,-0.4,0.8
79,0.0,-3.0
80,0.0,-1.0
81,0.2,-2.0
82,0.0,-2.0
83,-0.6,3.8
84,-1.0,2.8
85,0.0,3.8
86,0.0,-1.0
87,0.0,0.8
88,0.0,-1.0
89,0.6,-4.0
90,-1.4,2.8
91,0.0,1.8
92,0.8,-2.0
93,-1.0,-3.0
94,1.4,0.8
95,0.4,-5.0
96,-0.6,-3.0
97,-1.0,-4.0
98,1.8,6.8
99,-1.0,11.8
100,0.0,0.8
101,0.0,-2.0
102,0.0,-1.0
103,0.2,-2.0
104,-2.0,-1.0
105,0.0,0.8
106,0.0,-1.0
107,1.4,-2.0
108,1.4,0.8
109,-2.6,11.8
110,0.0,-1.0
111,0.8,0.8
112,-1.0,-5.0
113,0.0,-1.0
114,0.0,0.8
115,0.0,-4.0
116,0.0,-1.0
117,0.8,0.8
118,0.0,-3.0
119,-1.6,-2.0
120,0.0,1.8
121,0.0,1.8
122,0.8,0.8
123,-1.0,1.8
124,0.4,0.8
125,0.0,-2.0
126,0.0,0.8
127,0.0,-2.0
128,0.0,-1.0
129,0.0,-2.0
130,0.0,-1.0
131,0.0,-2.0
132,0.8,0.8
133,-1.0,11.8
134,0.0,-1.0
135,0.8,0.8
136,-1.0,-5.0
137,0.0,-1.0
138,0.8,0.8
139,-1.0,-3.0
140,0.0,-1.0
141,0.8,0.8
142,-1.0,-4.0
143,0.0,1.8
144,0.0,0.8
145,0.0,1.8
146,0.0,1.8
147,0.0,-1.0
148,0.0,-1.0
149,0.0,-2.0
150,0.0,-1.0
151,0.0,-2.0
152,0.0,-1.0
153,0.0,-2.0
154,0.0,0.8
155,0.0,1.8
156,-0.4,1.8
157,0.0,0.8
158,0.0,1.8
159,0.0,1.8
160,1.0,1.8
161,-1.0,0.8
162,0.0,-1.0
163,0.0,-1.0
164,0.0,1.8
165,0.0,-2.0
166,0.0,0.8
167,0.0,-1.0
168,0.0,-1.0
169,0.0,-1.0
170,0.0,-1.0
171,0.0,-1.0
172,0.0,-1.0
173,0.0,-5.0
174,0.0,2.8
175,0.0,-3.0
176,1.8,1.8
177,-2.0,7.8
178,0.0,-2.0
179,0.0,-3.0
180,0.0,0.8
181,0.0,0.8
182,0.0,-5.0
183,0.0,2.8
184,0.0,-3.0
185,0.4,0.8
186,0.0,-10.0
187,0.0,0.8
188,2.0,3.8
189,-1.6,19.8
190,-1.0,-2.0
191,0.0,3.8
192,0.0,-4.0
193,0.0,-2.0
194,0.8,-1.0
195,0.0,-2.0
196,0.0,-2.0
197,0.0,-2.0
198,0.0,-1.0
199,0.2,7.8
200,0.6,3.8
201,-1.0,2.8
202,0.0,-3.0
203,0.0,0.8
204,0.0,3.8
205,0.0,-2.0
206,0.0,0.8
207,0.0,-3.0
208,0.8,-1.0
209,-1.0,-5.0
210,0.0,2.8
211,0.0,-2.0
212,0.0,-1.0
213,0.0,-4.0
214,0.0,-3.0
215,0.0,-4.0
216,0.0,4.8
217,0.0,-5.0
218,0.0,4.8
219,0.0,1.8
220,0.0,0.8
221,-1.0,1.8
222,0.8,-3.0
223,0.0,-2.0
224,0.0,-1.0
225,0.4,-5.0
226,-0.6,4.8
227,0.0,0.8
228,0.0,1.8
229,-1.0,-2.0
230,0.8,-1.0
231,0.0,-4.0
232,0.0,1.8
233,0.4,-2.0
234,-0.6,1.8
235,0.0,1.8
236,0.0,0.8
237,-1.0,1.8
238,0.8,-3.0
239,0.4,-5.0
240,-0.6,2.8
241,-1.0,-3.0
242,0.8,0.8
243,2.2,-3.0
244,-2.4,5.8
245,0.4,0.0
246,-0.6,0.0
247,1.2,0.0
248,-1.4,-1.0
249,0.2,0.0
250,0.0,0.0
251,0.0,0.0
252,-0.4,0.0
253,0.0,0.0
254,-0.6,0.8
255,0.0,0.0
256,0.0,0.0
257,0.8,0.0
258,-0.6,0.0
259,-0.6,0.0
260,-1.0,3.8
261,0.0,-3.0
262,0.8,-2.0
263,0.0,-2.0
264,0.0,-1.0
265,0.0,0.8
266,0.0,3.8
267,0.0,2.8
268,0.0,0.8
269,1.4,0.8
270,-1.6,-1.0
271,0.0,1.8
272,0.0,-2.0
273,0.0,1.8
274,0.0,-3.0
275,-1.0,-3.0
276,0.8,-5.0
277,0.4,-4.0
278,-0.6,1.8
279,-1.0,4.8
280,1.4,1.8
281,-0.6,-4.0
282,1.4,1.8
283,-1.6,0.8
284,0.0,0.8
285,0.0,-4.0
286,0.0,1.8
287,0.0,-3.0
288,0.0,0.8
289,0.0,-5.0
290,0.0,-3.0
291,0.0,-4.0
292,0.8,1.8
293,-1.0,17.8
294,-1.0,-2.0
295,0.0,1.8
296,0.8,-2.0
297,0.0,-1.0
298,0.0,-2.0
299,0.0,-3.0
300,0.0,0.8
301,0.0,3.8
302,0.0,2.8
303,0.0,3.8
304,0.0,-2.0
305,0.0,-1.0
306,0.0,0.8
307,0.0,2.8
308,0.0,-3.0
309,0.0,-4.0
310,-1.0,-3.0
311,1.8,0.8
312,-2.4,6.8
313,1.4,0.8
314,-0.6,-2.0
315,0.0,-2.0
316,-1.0,-3.0
317,0.8,0.8
318,0.0,1.8
319,0.0,-3.0
320,0.0,-5.0
321,0.0,2.8
322,0.0,-3.0
323,0.0,0.8
324,0.0,1.8
325,0.0,0.8
326,0.0,1.8
327,0.0,1.8
328,0.0,-2.0
329,0.0,-2.0
330,0.0,-1.0
331,0.0,0.8
332,0.8,0.8
333,-1.0,2.8
334,0.8,4.8
335,-2.0,-7.0
336,1.4,0.8
337,-0.6,-1.0
338,0.0,-2.0
339,0.0,-3.0
340,0.0,-5.0
341,0.0,-2.0
342,0.0,-1.0
343,0.0,9.8
344,0.0,-3.0
345,0.0,-4.0
346,1.4,4.8
347,-1.6,2.8
348,0.0,2.8
349,0.0,2.8
350,0.0,-3.0
351,0.0,0.8
352,0.4,0.8
353,0.6,4.8
354,-0.6,-5.0
355,0.0,-2.0
356,-0.4,-4.0
357,0.0,-1.0
358,-1.0,1.8
359,0.4,0.8
360,0.0,-6.0
361,-0.6,0.8
362,0.0,-3.0
363,2.2,1.8
364,-2.8,6.8
365,0.8,0.8
366,0.0,4.8
367,0.4,-5.0
368,-0.6,-2.0
369,-1.0,-2.0
370,1.4,0.8
371,0.0,-4.0
372,0.0,1.8
373,-1.6,0.8
374,0.0,-6.0
375,0.0,0.8
376,0.0,-3.0
377,1.8,1.8
378,-1.0,16.8
379,0.0,-5.0
380,0.0,2.8
381,0.0,-2.0
382,0.0,-5.0
383,0.0,-3.0
384,0.2,-4.0
385,0.6,2.8
386,-1.0,0.0
387,0.8,0.0
388,-1.0,1.8
389,1.2,-3.0
390,-1.4,9.8
391,0.0,-2.0
392,0.4,-3.0
393,-0.6,-2.0
394,0.0,-2.0
395,0.0,-3.0
396,0.0,-5.0
397,-1.0,9.8
398,0.8,0.8
399,0.4,0.0
400,0.0,0.0
401,-0.6,-2.0
402,0.0,-3.0
403,0.0,-2.0
404,1.4,-2.0
405,0.4,0.0
406,-3.4,6.8
407,1.8,1.8
408,0.0,0.0
409,-0.6,0.0
410,0.0,-2.0
411,0.0,-3.0
412,0.0,-2.0
413,0.0,-2.0
414,-1.0,10.8
415,0.8,0.8
416,-0.6,-3.0
417,0.8,-2.0
418,-0.4,-2.0
419,0.0,-3.0
420,0.0,-1.0
421,-1.0,9.8
422,1.8,1.8
423,-1.0,-1.0
424,0.0,-2.0
425,0.0,-2.0
426,0.4,-5.0
427,-0.6,-3.0
428,0.0,8.8
429,0.0,-1.0
430,0.0,-1.0
431,0.4,1.8
432,-0.6,0.8
433,-1.0,1.8
434,0.8,1.8
435,0.4,1.8
436,-0.6,4.8
437,0.2,-5.0
438,0.6,0.8
439,-1.0,-5.0
440,0.2,-3.0
441,-1.0,3.8
442,0.0,0.8
443,0.4,-4.0
444,0.6,-3.0
445,-1.4,3.8
446,0.0,0.8
447,0.4,-3.0
448,0.0,-4.0
449,0.0,4.8
450,0.0,-3.0
451,-0.6,-3.0
452,0.0,-4.0
453,1.2,4.8
454,0.0,0.0
