,index,note length,pitch
0,1,2.0,1.0
1,3,-3.0,3.0
2,5,1.0,1.0
3,7,4.0,1.0
4,9,-4.0,-2.0
5,11,-1.0,1.0
6,13,1.0,-1.0
7,15,0.0,-3.0
8,17,0.0,-4.0
9,19,-1.0,2.0
10,21,0.0,1.0
11,23,0.0,1.0
12,25,0.0,-1.0
13,27,-0.0,1.0
14,29,0.0,-2.0
15,31,0.0,-1.0
16,33,0.0,1.0
17,35,1.0,-2.0
18,37,0.0,-3.0
19,39,0.0,-1.0
20,41,0.0,-1.0
21,43,-1.0,-3.0
22,45,0.0,-1.0
23,47,0.0,-3.0
24,49,1.0,-1.0
25,51,0.0,-1.0
26,53,-1.0,15.0
27,55,0.0,1.0
28,57,0.0,1.0
29,59,0.0,-1.0
30,61,1.0,5.0
31,63,0.0,-5.0
32,65,0.0,-2.0
33,67,0.0,-3.0
34,69,1.0,0.0
35,71,-1.0,-2.0
36,73,-1.0,8.0
37,75,0.0,1.0
38,77,1.0,3.0
39,79,-2.0,-4.0
40,81,0.0,-1.0
41,83,0.0,1.0
42,85,1.0,-1.0
43,87,1.0,1.0
44,89,0.0,0.0
45,91,0.0,-1.0
46,93,0.0,-2.0
47,95,0.0,-3.0
48,97,1.0,3.0
49,99,-1.0,-1.0
50,101,0.0,-2.0
51,103,1.0,0.0
52,105,-1.0,3.0
53,107,0.0,-3.0
54,109,-1.0,2.0
55,111,0.0,1.0
56,113,0.0,12.0
57,115,1.0,-3.0
58,117,0.0,-9.0
59,119,0.0,0.0
60,121,0.0,0.0
61,123,1.0,-1.0
62,125,-1.0,-2.0
63,127,1.0,0.0
64,129,-0.0,0.0
65,131,0.0,0.0
66,133,-0.0,3.0
67,135,1.0,-1.0
68,137,-1.0,-5.0
69,139,0.0,3.0
70,141,0.0,0.0
71,143,0.0,0.0
72,145,0.0,0.0
73,147,1.0,3.0
74,149,-2.0,-6.0
75,151,1.0,3.0
76,153,1.0,0.0
77,155,0.0,0.0
78,157,0.0,3.0
79,159,-2.0,-6.0
80,161,0.0,3.0
81,163,1.0,0.0
82,165,0.0,0.0
83,167,1.0,0.0
84,169,0.0,3.0
85,171,-2.0,-6.0
86,173,1.0,3.0
87,175,0.0,0.0
88,177,0.0,0.0
89,179,0.0,0.0
90,181,0.0,-3.0
91,183,1.0,6.0
92,185,-2.0,-6.0
93,187,2.0,3.0
94,189,-1.0,-3.0
95,191,-1.0,3.0
96,193,1.0,-3.0
97,195,0.0,3.0
98,197,1.0,3.0
99,199,-2.0,-6.0
100,201,0.0,3.0
101,203,1.0,0.0
102,205,0.0,0.0
103,207,0.0,0.0
104,209,0.0,0.0
105,211,-1.0,5.0
106,213,0.0,1.0
107,215,2.0,1.0
108,217,-2.0,-10.0
109,219,1.0,3.0
110,221,0.0,0.0
111,223,-2.0,5.0
112,225,0.0,1.0
113,227,0.0,1.0
114,229,2.0,-2.0
115,231,0.0,-2.0
116,233,0.0,-3.0
117,235,1.0,-1.0
118,237,-1.0,-2.0
119,239,-1.0,3.0
120,241,0.0,1.0
121,243,0.0,-4.0
122,245,2.0,6.0
123,247,-2.0,2.0
124,249,0.0,1.0
125,251,2.0,1.0
126,253,-1.0,-7.0
127,255,-1.0,5.0
128,257,0.0,1.0
129,259,0.0,-3.0
130,261,0.0,2.0
131,263,0.0,1.0
132,265,0.0,-3.0
133,267,-0.0,2.0
134,269,0.0,-1.0
135,271,0.0,2.0
136,273,0.0,-3.0
137,275,1.0,2.0
138,277,0.0,0.0
139,279,0.0,0.0
