,index,note length,pitch
0,1,0.0,2.0
1,3,0.0,2.0
2,5,1.0,2.0
3,7,-1.0,-2.0
4,9,-1.0,-2.0
5,11,0.0,-3.0
6,13,1.0,-2.0
7,15,-1.0,-2.0
8,17,-0.0,4.0
9,19,1.0,3.0
10,21,-1.0,-2.0
11,23,0.0,-3.0
12,25,0.0,-4.0
13,27,0.0,-7.0
14,29,1.0,2.0
15,31,-1.0,2.0
16,33,0.0,4.0
17,35,0.0,4.0
18,37,0.0,2.0
19,39,1.0,2.0
20,41,-1.0,0.0
21,43,0.0,-3.0
22,45,0.0,12.0
23,47,0.0,-2.0
24,49,0.0,2.0
25,51,0.0,3.0
26,53,-1.0,-7.0
27,55,0.0,2.0
28,57,1.0,0.0
29,59,0.0,0.0
30,61,-1.0,0.0
31,63,0.0,0.0
32,65,0.0,-1.0
33,67,1.0,-1.0
34,69,-2.0,2.0
35,71,1.0,1.0
36,73,-1.0,2.0
37,75,0.0,-3.0
38,77,0.0,-2.0
39,79,0.0,-2.0
40,81,0.0,-3.0
41,83,0.0,-2.0
42,85,-0.0,-3.0
43,87,0.0,1.0
44,89,0.0,4.0
45,91,0.0,-1.0
46,93,2.0,-1.0
47,95,-0.0,2.0
48,97,1.0,0.0
49,99,-1.0,0.0
50,101,0.0,5.0
51,103,2.0,-3.0
52,105,-3.0,-9.0
53,107,0.0,5.0
54,109,1.0,2.0
55,111,-2.0,1.0
56,113,3.0,2.0
57,115,-2.0,-5.0
58,117,0.0,2.0
59,119,0.0,-2.0
60,121,0.0,-3.0
61,123,0.0,-2.0
62,125,0.0,-3.0
63,127,0.0,5.0
64,129,0.0,-2.0
65,131,1.0,-3.0
66,133,-0.0,5.0
67,135,1.0,-7.0
68,137,-1.0,5.0
69,139,2.0,2.0
70,141,-4.0,1.0
71,143,2.0,3.0
72,145,-1.0,4.0
73,147,0.0,-2.0
74,149,0.0,3.0
75,151,1.0,4.0
76,153,-1.0,3.0
77,155,0.0,-1.0
78,157,0.0,-2.0
79,159,0.0,3.0
80,161,2.0,3.0
81,163,-2.0,-2.0
82,165,1.0,-3.0
83,167,-1.0,-2.0
84,169,-1.0,-2.0
85,171,3.0,-3.0
86,173,-3.0,3.0
87,175,-0.0,2.0
88,177,0.0,1.0
89,179,0.0,4.0
90,181,0.0,-2.0
91,183,0.0,-3.0
92,185,1.0,-1.0
93,187,0.0,-1.0
94,189,0.0,3.0
95,191,-0.0,-2.0
96,193,0.0,-3.0
97,195,0.0,-2.0
98,197,0.0,-2.0
99,199,0.0,7.0
100,201,0.0,-5.0
101,203,0.0,2.0
102,205,0.0,-4.0
103,207,0.0,-3.0
104,209,0.0,4.0
105,211,0.0,-2.0
106,213,0.0,1.0
107,215,1.0,-1.0
108,217,1.0,-4.0
109,219,-2.0,-2.0
110,221,2.0,2.0
111,223,0.0,-2.0
112,225,-2.0,-1.0
113,227,0.0,1.0
114,229,0.0,1.0
115,231,0.0,2.0
116,233,0.0,2.0
117,235,0.0,1.0
118,237,0.0,2.0
119,239,0.0,2.0
120,241,2.0,2.0
121,243,-2.0,7.0
122,245,0.0,-2.0
123,247,0.0,-2.0
124,249,1.0,-3.0
125,251,1.0,-2.0
126,253,-1.0,5.0
127,255,0.0,4.0
128,257,2.0,0.0
129,259,-2.0,-2.0
130,261,0.0,-2.0
131,263,0.0,-1.0
132,265,0.0,-1.0
133,267,0.0,-7.0
134,269,0.0,7.0
135,271,0.0,2.0
136,273,-0.0,1.0
137,275,0.0,4.0
138,277,0.0,-2.0
139,279,0.0,-3.0
140,281,0.0,-2.0
141,283,0.0,-2.0
142,285,0.0,-3.0
143,287,1.0,-2.0
144,289,0.0,3.0
145,291,0.0,2.0
146,293,0.0,-2.0
147,295,2.0,-3.0
148,297,-3.0,8.0
149,299,1.0,5.0
150,301,1.0,-5.0
151,303,-1.0,-2.0
152,305,0.0,-3.0
153,307,0.0,3.0
154,309,0.0,-5.0
155,311,0.0,-5.0
156,313,0.0,7.0
157,315,0.0,-2.0
158,317,0.0,-2.0
159,319,0.0,10.0
160,321,0.0,5.0
161,323,0.0,-5.0
162,325,-1.0,3.0
163,327,0.0,2.0
164,329,0.0,0.0
165,331,0.0,0.0
166,333,0.0,0.0
167,335,0.0,0.0
168,337,0.0,0.0
169,339,0.0,0.0
170,341,0.0,0.0
171,343,-1.0,0.0
172,345,1.0,1.0
173,347,-1.0,-1.0
174,349,1.0,0.0
175,351,-1.0,0.0
176,353,0.0,0.0
177,355,1.0,0.0
178,357,0.0,0.0
179,359,0.0,0.0
180,361,0.0,0.0
181,363,-1.0,0.0
182,365,1.0,0.0
183,367,-1.0,0.0
184,369,2.0,0.0
185,371,-2.0,0.0
186,373,1.0,0.0
187,375,0.0,0.0
188,377,0.0,0.0
189,379,0.0,0.0
190,381,0.0,0.0
191,383,0.0,0.0
192,385,0.0,0.0
193,387,0.0,0.0
194,389,0.0,0.0
195,391,-1.0,0.0
196,393,0.0,1.0
197,395,0.0,-1.0
198,397,0.0,1.0
199,399,1.0,-1.0
200,401,1.0,-1.0
201,403,-2.0,2.0
202,405,0.0,1.0
203,407,0.0,1.0
204,409,4.0,1.0
205,411,-3.0,-1.0
206,413,2.0,-2.0
207,415,-2.0,1.0
208,417,1.0,1.0
209,419,0.0,-9.0
210,421,0.0,5.0
211,423,-1.0,2.0
212,425,2.0,2.0
213,427,-1.0,-2.0
214,429,0.0,-2.0
215,431,1.0,-3.0
216,433,-2.0,2.0
217,435,0.0,-2.0
218,437,0.0,2.0
219,439,0.0,-2.0
220,441,0.0,2.0
221,443,0.0,-2.0
222,445,0.0,2.0
223,447,1.0,-2.0
224,449,0.0,-1.0
225,451,0.0,4.0
226,453,0.0,3.0
227,455,0.0,-5.0
228,457,0.0,2.0
229,459,0.0,-4.0
230,461,0.0,-3.0
231,463,0.0,-2.0
232,465,1.0,5.0
233,467,-1.0,0.0
234,469,0.0,-2.0
235,471,0.0,-7.0
