,index,note length,pitch
0,1,0.0,1.0
1,3,0.0,-1.0
2,5,0.0,-4.0
3,7,1.0,-5.0
4,9,-2.0,-2.0
5,11,2.0,-1.0
6,13,0.0,8.0
7,15,0.0,-5.0
8,17,0.0,5.0
9,19,-1.0,-2.0
10,21,2.0,5.0
11,23,-2.0,-2.0
12,25,0.0,-2.0
13,27,0.0,1.0
14,29,0.0,-3.0
15,31,0.0,9.0
16,33,0.0,5.0
17,35,-1.0,-2.0
18,37,0.0,-2.0
19,39,1.0,-3.0
20,41,1.0,3.0
21,43,0.0,5.0
22,45,-1.0,-2.0
23,47,0.0,-5.0
24,49,0.0,-2.0
25,51,0.0,7.0
26,53,0.0,-2.0
27,55,0.0,-5.0
28,57,0.0,-5.0
29,59,0.0,10.0
30,61,0.0,-2.0
31,63,1.0,1.0
32,65,-1.0,-2.0
33,67,0.0,-2.0
34,69,1.0,1.0
35,71,-2.0,-1.0
36,73,0.0,-3.0
37,75,1.0,-2.0
38,77,2.0,2.0
39,79,0.0,-2.0
40,81,-3.0,2.0
41,83,0.0,2.0
42,85,0.0,2.0
43,87,3.0,1.0
44,89,-2.0,-3.0
45,91,0.0,2.0
46,93,0.0,-4.0
47,95,0.0,-5.0
48,97,0.0,-2.0
49,99,0.0,-1.0
50,101,-0.0,3.0
51,103,-0.0,5.0
52,105,-1.0,-1.0
53,107,1.0,-1.0
54,109,1.0,2.0
55,111,-1.0,-5.0
56,113,0.0,3.0
57,115,0.0,2.0
58,117,0.0,-3.0
59,119,0.0,2.0
60,121,-1.0,3.0
61,123,1.0,2.0
62,125,0.0,-3.0
63,127,0.0,2.0
64,129,0.0,3.0
65,131,0.0,2.0
66,133,0.0,-3.0
67,135,0.0,2.0
68,137,0.0,3.0
69,139,3.0,2.0
70,141,-3.0,-1.0
71,143,0.0,3.0
72,145,1.0,2.0
73,147,0.0,-3.0
74,149,0.0,2.0
75,151,2.0,3.0
76,153,-3.0,-3.0
77,155,1.0,3.0
78,157,-2.0,1.0
79,159,2.0,-1.0
80,161,-1.0,-1.0
81,163,-1.0,-1.0
82,165,0.0,-1.0
83,167,0.0,-1.0
84,169,1.0,-1.0
85,171,0.0,-1.0
86,173,0.0,5.0
87,175,-1.0,-1.0
88,177,1.0,1.0
89,179,0.0,-1.0
90,181,1.0,1.0
91,183,-0.0,-1.0
92,185,0.0,3.0
93,187,-2.0,-1.0
94,189,2.0,-2.0
95,191,2.0,-4.0
96,193,-1.0,3.0
97,195,-2.0,1.0
98,197,2.0,2.0
99,199,0.0,-1.0
100,201,-0.0,-6.0
101,203,1.0,4.0
102,205,-2.0,-3.0
103,207,0.0,4.0
104,209,0.0,-2.0
105,211,0.0,-2.0
106,213,0.0,-1.0
107,215,0.0,-1.0
108,217,0.0,4.0
109,219,-1.0,-3.0
110,221,2.0,-2.0
111,223,-1.0,4.0
112,225,0.0,2.0
113,227,1.0,-2.0
114,229,-2.0,-2.0
115,231,1.0,-1.0
116,233,0.0,-2.0
117,235,0.0,-2.0
118,237,0.0,6.0
119,239,-1.0,-1.0
120,241,0.0,-1.0
121,243,1.0,-1.0
122,245,-1.0,-2.0
123,247,0.0,-2.0
124,249,0.0,-1.0
125,251,0.0,-1.0
126,253,0.0,-5.0
127,255,1.0,-3.0
128,257,-2.0,5.0
129,259,3.0,-2.0
130,261,-2.0,2.0
131,263,-1.0,-3.0
132,265,3.0,2.0
133,267,-2.0,1.0
134,269,-1.0,2.0
135,271,0.0,2.0
136,273,0.0,3.0
137,275,0.0,4.0
138,277,-1.0,-4.0
139,279,1.0,-3.0
140,281,0.0,-2.0
141,283,0.0,-1.0
142,285,1.0,3.0
143,287,-2.0,3.0
144,289,1.0,3.0
145,291,0.0,-1.0
146,293,0.0,-4.0
147,295,-1.0,4.0
148,297,0.0,3.0
149,299,1.0,-1.0
150,301,0.0,1.0
151,303,1.0,-1.0
152,305,0.0,1.0
153,307,-1.0,-5.0
154,309,0.0,-3.0
155,311,0.0,-3.0
156,313,1.0,8.0
157,315,0.0,5.0
158,317,0.0,4.0
159,319,-1.0,-4.0
160,321,1.0,0.0
161,323,0.0,4.0
162,325,0.0,-4.0
163,327,-1.0,-2.0
164,329,0.0,3.0
165,331,0.0,2.0
166,333,0.0,-2.0
167,335,0.0,-3.0
168,337,1.0,-2.0
169,339,-2.0,-5.0
170,341,1.0,7.0
171,343,0.0,-2.0
172,345,1.0,-2.0
173,347,-1.0,-3.0
174,349,-1.0,-4.0
175,351,2.0,2.0
176,353,-1.0,3.0
177,355,0.0,2.0
178,357,0.0,3.0
179,359,0.0,-1.0
180,361,0.0,-4.0
181,363,1.0,2.0
182,365,1.0,-1.0
183,367,1.0,-1.0
184,369,-3.0,4.0
185,371,0.0,0.0
186,373,1.0,-5.0
187,375,-1.0,-1.0
188,377,1.0,-1.0
189,379,0.0,2.0
190,381,0.0,1.0
191,383,0.0,-3.0
192,385,0.0,1.0
193,387,0.0,-9.0
194,389,0.0,5.0
195,391,0.0,4.0
196,393,0.0,1.0
197,395,0.0,-1.0
198,397,0.0,1.0
199,399,0.0,-1.0
200,401,0.0,1.0
201,403,0.0,-1.0
202,405,1.0,1.0
203,407,-2.0,-1.0
204,409,2.0,1.0
205,411,-2.0,-3.0
206,413,1.0,2.0
207,415,-1.0,-2.0
208,417,0.0,-2.0
209,419,0.0,-1.0
210,421,0.0,-2.0
211,423,0.0,1.0
212,425,0.0,-2.0
213,427,0.0,1.0
214,429,0.0,2.0
215,431,0.0,4.0
216,433,0.0,2.0
217,435,0.0,2.0
218,437,0.0,2.0
219,439,0.0,1.0
220,441,0.0,2.0
221,443,0.0,2.0
222,445,0.0,2.0
223,447,1.0,1.0
224,449,-1.0,-7.0
225,451,2.0,2.0
226,453,-2.0,-1.0
227,455,0.0,-1.0
228,457,1.0,-1.0
229,459,-1.0,3.0
230,461,0.0,-1.0
231,463,-0.0,-1.0
232,465,1.0,-1.0
233,467,-1.0,3.0
234,469,0.0,-1.0
235,471,1.0,-1.0
236,473,0.0,-1.0
237,475,0.0,3.0
238,477,0.0,-2.0
239,479,0.0,-1.0
240,481,2.0,-2.0
241,483,-2.0,2.0
242,485,1.0,-3.0
243,487,-1.0,5.0
244,489,0.0,1.0
245,491,1.0,1.0
246,493,0.0,2.0
247,495,-1.0,-2.0
248,497,-1.0,-2.0
249,499,0.0,2.0
250,501,0.0,-2.0
251,503,2.0,-1.0
252,505,0.0,-2.0
253,507,0.0,-2.0
254,509,1.0,6.0
255,511,0.0,-3.0
256,513,-1.0,-4.0
257,515,0.0,2.0
258,517,0.0,3.0
259,519,0.0,-1.0
260,521,0.0,-4.0
261,523,0.0,3.0
262,525,0.0,-3.0
263,527,0.0,-4.0
264,529,1.0,5.0
265,531,-1.0,2.0
266,533,1.0,3.0
267,535,-1.0,2.0
268,537,1.0,-2.0
269,539,-1.0,2.0
270,541,0.0,-2.0
271,543,0.0,2.0
272,545,-1.0,-7.0
273,547,1.0,5.0
274,549,1.0,3.0
275,551,0.0,-2.0
276,553,-1.0,-4.0
277,555,-1.0,-3.0
278,557,0.0,-1.0
279,559,1.0,-2.0
280,561,0.0,3.0
281,563,0.0,4.0
282,565,0.0,3.0
283,567,1.0,-1.0
284,569,-1.0,-4.0
285,571,0.0,4.0
286,573,0.0,-2.0
287,575,0.0,-4.0
288,577,-1.0,-3.0
289,579,2.0,5.0
290,581,0.0,-3.0
291,583,-1.0,1.0
292,585,0.0,-1.0
293,587,1.0,-4.0
294,589,2.0,-2.0
295,591,0.0,0.0
