,note length,pitch
0,1.0,0.0
1,2.0,0.0
2,-2.0,0.0
3,-1.0,2.0
4,0.0,1.0
5,0.0,-1.0
6,0.0,1.0
7,2.0,-1.0
8,-1.0,-2.0
9,0.0,7.0
10,0.0,0.0
11,2.0,0.0
12,-2.0,-8.0
13,0.0,7.0
14,0.0,-7.0
15,1.0,6.0
16,0.0,-7.0
17,-1.0,9.0
18,0.0,-2.0
19,1.0,-3.0
20,-0.0,3.0
21,-1.0,2.0
22,0.0,2.0
23,3.0,3.0
24,-3.0,-2.0
25,2.0,-1.0
26,-2.0,1.0
27,0.0,1.0
28,1.0,1.0
29,2.0,-5.0
30,-3.0,0.0
31,-1.0,0.0
32,0.0,2.0
33,1.0,1.0
34,0.0,0.0
35,-2.0,-3.0
36,0.0,3.0
37,2.0,-3.0
38,-2.0,-4.0
39,2.0,-3.0
40,2.0,2.0
41,-2.0,-5.0
42,-1.0,3.0
43,0.0,2.0
44,0.0,4.0
45,0.0,3.0
46,2.0,-9.0
47,-1.0,-2.0
48,0.0,2.0
49,0.0,2.0
50,1.0,3.0
51,1.0,-2.0
52,-2.0,-5.0
53,0.0,3.0
54,0.0,1.0
55,0.0,3.0
56,2.0,-7.0
57,-2.0,2.0
58,0.0,2.0
59,0.0,3.0
60,-1.0,3.0
61,2.0,-9.0
62,-1.0,1.0
63,-1.0,2.0
64,0.0,3.0
65,0.0,3.0
66,3.0,-8.0
67,-2.0,2.0
68,0.0,1.0
69,-1.0,4.0
70,0.0,2.0
71,0.0,5.0
72,0.0,-2.0
73,1.0,-3.0
74,-1.0,-2.0
75,0.0,-4.0
76,0.0,-6.0
77,2.0,-2.0
78,-1.0,12.0
79,1.0,-10.0
80,-2.0,9.0
81,1.0,-9.0
82,0.0,8.0
83,0.0,-7.0
84,1.0,4.0
85,-2.0,3.0
86,0.0,2.0
87,0.0,2.0
88,0.0,3.0
89,0.0,-3.0
90,0.0,3.0
91,0.0,-3.0
92,0.0,3.0
93,1.0,-2.0
94,-1.0,-5.0
95,0.0,2.0
96,2.0,2.0
97,-2.0,2.0
98,2.0,1.0
99,1.0,-5.0
100,-3.0,0.0
101,0.0,0.0
102,1.0,2.0
103,-1.0,1.0
104,0.0,2.0
105,1.0,2.0
106,0.0,-2.0
107,0.0,-2.0
108,0.0,-1.0
109,1.0,-2.0
110,1.0,-1.0
111,-2.0,-6.0
112,0.0,3.0
113,0.0,3.0
114,0.0,3.0
115,0.0,3.0
116,0.0,3.0
117,0.0,-1.0
118,0.0,-2.0
119,0.0,-3.0
120,1.0,-3.0
121,1.0,1.0
122,-1.0,3.0
123,-1.0,0.0
124,0.0,4.0
125,0.0,-4.0
126,0.0,1.0
127,0.0,-6.0
128,1.0,-2.0
129,-1.0,-5.0
130,0.0,1.0
131,0.0,3.0
132,1.0,1.0
133,0.0,2.0
134,2.0,-3.0
135,-3.0,3.0
136,1.0,1.0
137,-2.0,7.0
138,0.0,-3.0
139,0.0,-4.0
140,0.0,-3.0
141,0.0,-2.0
142,0.0,-3.0
143,0.0,1.0
144,0.0,4.0
145,0.0,3.0
146,0.0,5.0
147,0.0,-3.0
148,0.0,-5.0
149,3.0,3.0
150,-3.0,12.0
151,0.0,-3.0
152,0.0,-2.0
153,0.0,-2.0
154,-0.0,2.0
155,0.0,-3.0
156,0.0,1.0
157,0.0,2.0
158,0.0,-2.0
159,2.0,-4.0
160,-2.0,6.0
161,0.0,-2.0
162,0.0,-4.0
163,0.0,-3.0
164,2.0,2.0
165,-2.0,-3.0
166,0.0,-4.0
167,0.0,7.0
168,1.0,-2.0
169,-2.0,-3.0
170,0.0,3.0
171,0.0,2.0
172,1.0,7.0
173,1.0,-2.0
174,-2.0,-5.0
175,-1.0,-6.0
176,0.0,-1.0
