,note length,pitch
0,0.0,-1.0
1,1.0,0.0
2,-1.0,1.0
3,0.0,-1.0
4,2.0,0.0
5,-1.0,-4.0
6,1.0,4.0
7,0.0,-2.0
8,-1.0,2.0
9,0.0,1.0
10,-2.0,-1.0
11,0.0,1.0
12,0.0,-1.0
13,0.0,-2.0
14,1.0,-1.0
15,0.0,1.0
16,1.0,2.0
17,-2.0,1.0
18,3.0,5.0
19,-2.0,-5.0
20,1.0,5.0
21,0.0,0.0
22,1.0,0.0
23,-2.0,-5.0
24,0.0,5.0
25,0.0,2.0
26,0.0,-2.0
27,0.0,2.0
28,1.0,1.0
29,-1.0,-1.0
30,0.0,-2.0
31,-1.0,-5.0
32,0.0,-4.0
33,2.0,4.0
34,-1.0,-4.0
35,0.0,9.0
36,1.0,-1.0
37,-1.0,-2.0
38,1.0,5.0
39,-3.0,-3.0
40,3.0,3.0
41,-1.0,0.0
42,-1.0,0.0
43,1.0,2.0
44,0.0,-2.0
45,1.0,3.0
46,-2.0,-1.0
47,2.0,-2.0
48,-2.0,-10.0
49,0.0,5.0
50,0.0,2.0
51,0.0,1.0
52,1.0,2.0
53,-0.0,-2.0
54,0.0,3.0
55,-0.0,-1.0
56,1.0,-2.0
57,-3.0,2.0
58,2.0,-2.0
59,1.0,-2.0
60,-2.0,6.0
61,0.0,-2.0
62,0.0,-4.0
63,-1.0,-6.0
64,2.0,5.0
65,-2.0,-2.0
66,0.0,2.0
67,0.0,-2.0
68,2.0,-1.0
69,-3.0,0.0
70,3.0,0.0
71,-2.0,0.0
72,3.0,0.0
73,-4.0,8.0
74,0.0,1.0
75,1.0,-1.0
76,-1.0,-3.0
77,2.0,-5.0
78,2.0,-2.0
79,-1.0,0.0
80,-1.0,2.0
81,0.0,1.0
82,0.0,-1.0
83,-1.0,-2.0
84,2.0,3.0
85,-1.0,-1.0
86,0.0,-2.0
87,1.0,8.0
88,0.0,0.0
89,0.0,0.0
90,-1.0,-5.0
91,0.0,-3.0
92,1.0,8.0
93,0.0,0.0
94,-1.0,-5.0
95,-1.0,-1.0
96,0.0,-1.0
97,1.0,-1.0
98,1.0,-1.0
99,-1.0,4.0
100,0.0,2.0
101,0.0,2.0
102,1.0,1.0
103,-1.0,-1.0
104,-1.0,-2.0
105,2.0,2.0
106,-1.0,1.0
107,0.0,4.0
108,0.0,-1.0
109,2.0,-1.0
110,-1.0,0.0
111,-1.0,0.0
112,0.0,0.0
113,1.0,0.0
114,0.0,2.0
115,-0.0,-2.0
116,2.0,3.0
117,-1.0,-3.0
118,1.0,4.0
119,-3.0,-8.0
120,1.0,1.0
121,-1.0,3.0
122,1.0,2.0
123,1.0,3.0
124,-1.0,0.0
125,1.0,0.0
126,-1.0,0.0
127,-1.0,0.0
128,3.0,0.0
129,-2.0,0.0
130,0.0,0.0
131,0.0,0.0
132,1.0,0.0
133,-0.0,0.0
134,0.0,0.0
135,-1.0,0.0
136,1.0,0.0
137,-0.0,-6.0
138,-1.0,3.0
139,0.0,3.0
140,0.0,-3.0
141,0.0,-3.0
142,2.0,6.0
143,-2.0,-3.0
144,0.0,-4.0
145,0.0,-3.0
146,0.0,-5.0
147,2.0,7.0
148,-1.0,3.0
149,-1.0,0.0
150,2.0,0.0
151,-2.0,0.0
152,-1.0,2.0
153,0.0,2.0
154,0.0,1.0
155,0.0,-3.0
156,1.0,2.0
157,0.0,-4.0
158,-1.0,1.0
159,0.0,3.0
160,0.0,-2.0
161,0.0,-2.0
162,1.0,-3.0
163,1.0,-5.0
164,-0.0,0.0
165,1.0,0.0
166,-2.0,-4.0
167,3.0,4.0
168,0.0,0.0
