,index,note length,pitch
0,1,3.0,1.0
1,3,-1.0,0.0
2,5,-1.0,0.0
3,7,-1.0,1.0
4,9,3.0,2.0
5,11,-2.0,-3.0
6,13,2.0,0.0
7,15,-2.0,-7.0
8,17,1.0,2.0
9,19,0.0,0.0
10,21,-0.0,6.0
11,23,2.0,-3.0
12,25,-3.0,4.0
13,27,2.0,1.0
14,29,-0.0,-2.0
15,31,1.0,-3.0
16,33,-0.0,0.0
17,35,1.0,0.0
18,37,-2.0,-5.0
19,39,2.0,3.0
20,41,-0.0,-3.0
21,43,-2.0,9.0
22,45,0.0,-1.0
23,47,1.0,1.0
24,49,-1.0,-3.0
25,51,0.0,2.0
26,53,1.0,1.0
27,55,-1.0,-3.0
28,57,0.0,2.0
29,59,0.0,1.0
30,61,1.0,0.0
31,63,-1.0,0.0
32,65,0.0,-1.0
33,67,0.0,1.0
34,69,1.0,0.0
35,71,-2.0,0.0
36,73,0.0,-1.0
37,75,0.0,1.0
38,77,1.0,0.0
39,79,-1.0,-3.0
40,81,0.0,2.0
41,83,0.0,1.0
42,85,1.0,0.0
43,87,-1.0,0.0
44,89,0.0,-1.0
45,91,0.0,1.0
46,93,1.0,0.0
47,95,-1.0,0.0
48,97,0.0,-1.0
49,99,0.0,1.0
50,101,1.0,0.0
51,103,1.0,-4.0
52,105,-1.0,-3.0
53,107,0.0,1.0
54,109,1.0,-3.0
55,111,-0.0,0.0
56,113,-1.0,1.0
57,115,2.0,4.0
58,117,0.0,0.0
59,119,0.0,0.0
60,121,-2.0,3.0
61,123,1.0,1.0
62,125,1.0,-4.0
63,127,-2.0,-2.0
64,129,1.0,1.0
65,131,0.0,-1.0
66,133,-1.0,6.0
67,135,1.0,1.0
68,137,-0.0,-2.0
69,139,1.0,-3.0
70,141,1.0,-5.0
71,143,-1.0,0.0
72,145,-1.0,-3.0
73,147,3.0,1.0
74,149,-2.0,-2.0
75,151,-1.0,2.0
76,153,3.0,2.0
77,155,-2.0,5.0
78,157,0.0,4.0
79,159,1.0,0.0
80,161,-1.0,-2.0
81,163,2.0,2.0
82,165,-2.0,-2.0
83,167,0.0,-2.0
84,169,-2.0,-3.0
85,171,2.0,1.0
86,173,0.0,-3.0
87,175,-2.0,1.0
88,177,1.0,1.0
89,179,-1.0,-1.0
90,181,1.0,1.0
91,183,-1.0,-1.0
92,185,1.0,1.0
93,187,-2.0,-1.0
94,189,2.0,1.0
95,191,-1.0,3.0
96,193,-1.0,-7.0
97,195,0.0,1.0
98,197,2.0,3.0
99,199,-1.0,-1.0
100,201,0.0,1.0
101,203,-1.0,-1.0
102,205,1.0,1.0
103,207,-1.0,-1.0
104,209,1.0,1.0
105,211,-1.0,3.0
106,213,-1.0,1.0
107,215,4.0,1.0
108,217,-3.0,1.0
109,219,1.0,-3.0
110,221,0.0,-5.0
111,223,-1.0,0.0
112,225,1.0,0.0
113,227,-2.0,4.0
114,229,1.0,1.0
115,231,0.0,4.0
116,233,1.0,-4.0
117,235,-1.0,-3.0
118,237,1.0,1.0
119,239,0.0,-3.0
120,241,-1.0,4.0
121,243,2.0,-1.0
122,245,-2.0,0.0
123,247,0.0,-3.0
124,249,0.0,5.0
125,251,0.0,0.0
126,253,4.0,0.0
127,255,-4.0,-7.0
128,257,1.0,7.0
129,259,0.0,0.0
130,261,0.0,0.0
131,263,1.0,0.0
132,265,0.0,0.0
133,267,-1.0,0.0
134,269,0.0,0.0
135,271,-0.0,0.0
136,273,-2.0,-1.0
137,275,0.0,1.0
138,277,3.0,-1.0
139,279,-1.0,-4.0
140,281,-2.0,0.0
141,283,1.0,3.0
142,285,1.0,-1.0
143,287,1.0,-1.0
144,289,-3.0,1.0
145,291,3.0,1.0
146,293,-3.0,-5.0
147,295,1.0,1.0
148,297,3.0,-1.0
149,299,-4.0,1.0
150,301,1.0,1.0
151,303,1.0,-2.0
152,305,0.0,0.0
