,note length,pitch
0,0.0,1.0
1,0.0,-1.0
2,0.0,1.0
3,1.0,-1.0
4,1.0,1.0
5,-2.0,2.0
6,0.0,1.0
7,3.0,-8.0
8,-3.0,1.0
9,2.0,-1.0
10,-2.0,4.0
11,0.0,1.0
12,1.0,-1.0
13,1.0,1.0
14,-1.0,2.0
15,0.0,1.0
16,2.0,-8.0
17,-2.0,1.0
18,1.0,-1.0
19,-2.0,4.0
20,0.0,1.0
21,1.0,-1.0
22,1.0,1.0
23,-1.0,2.0
24,0.0,1.0
25,4.0,2.0
26,-3.0,-5.0
27,1.0,-7.0
28,-2.0,2.0
29,1.0,1.0
30,0.0,4.0
31,2.0,-1.0
32,-2.0,-3.0
33,1.0,-1.0
34,1.0,4.0
35,-3.0,7.0
36,3.0,1.0
37,-2.0,-4.0
38,-1.0,3.0
39,1.0,1.0
40,0.0,-4.0
41,-1.0,3.0
42,1.0,1.0
43,0.0,-4.0
44,0.0,3.0
45,3.0,1.0
46,-3.0,-2.0
47,0.0,-2.0
48,0.0,2.0
49,-0.0,2.0
50,0.0,-7.0
51,1.0,3.0
52,0.0,2.0
53,0.0,-5.0
54,1.0,3.0
55,1.0,-3.0
56,-3.0,1.0
57,4.0,2.0
58,-3.0,-3.0
59,0.0,-5.0
60,2.0,3.0
61,-3.0,-3.0
62,1.0,3.0
63,-1.0,2.0
64,0.0,3.0
65,1.0,2.0
66,2.0,2.0
67,-2.0,-2.0
68,2.0,-2.0
69,-2.0,2.0
70,0.0,-5.0
71,0.0,-1.0
72,3.0,1.0
73,-3.0,-5.0
74,1.0,5.0
75,-0.0,12.0
76,2.0,0.0
77,-3.0,-5.0
78,0.0,2.0
79,2.0,1.0
80,-2.0,-1.0
81,-1.0,-2.0
82,4.0,1.0
83,-4.0,-1.0
84,-0.0,1.0
85,0.0,-1.0
86,1.0,-7.0
87,0.0,2.0
88,1.0,1.0
89,-2.0,3.0
90,4.0,1.0
91,-5.0,-2.0
92,0.0,2.0
93,1.0,-2.0
