,index,note length,pitch
0,1,0.0,3.0
1,3,0.0,5.0
2,5,0.0,-3.0
3,7,-1.0,-2.0
4,9,1.0,-2.0
5,11,0.0,-1.0
6,13,1.0,-2.0
7,15,-1.0,-2.0
8,17,0.0,4.0
9,19,0.0,-2.0
10,21,1.0,-2.0
11,23,-1.0,-5.0
12,25,0.0,-3.0
13,27,1.0,1.0
14,29,-1.0,4.0
15,31,0.0,3.0
16,33,0.0,5.0
17,35,0.0,1.0
18,37,0.0,3.0
19,39,1.0,-2.0
20,41,-1.0,4.0
21,43,0.0,3.0
22,45,1.0,-2.0
23,47,-1.0,-1.0
24,49,1.0,-2.0
25,51,-0.0,-2.0
26,53,0.0,0.0
27,55,0.0,0.0
28,57,-1.0,-1.0
29,59,2.0,3.0
30,61,0.0,-2.0
31,63,-1.0,5.0
32,65,0.0,0.0
33,67,0.0,-1.0
34,69,2.0,-2.0
35,71,-2.0,-2.0
36,73,0.0,-2.0
37,75,0.0,-1.0
38,77,1.0,3.0
39,79,0.0,-2.0
40,81,-1.0,4.0
41,83,-1.0,5.0
42,85,1.0,-3.0
43,87,-1.0,-2.0
44,89,1.0,-2.0
45,91,-0.0,0.0
46,93,-1.0,-5.0
47,95,0.0,9.0
48,97,1.0,3.0
49,99,-1.0,-2.0
50,101,0.0,-1.0
51,103,0.0,-2.0
52,105,2.0,-2.0
53,107,-2.0,-5.0
54,109,0.0,9.0
55,111,1.0,3.0
56,113,-1.0,-2.0
57,115,1.0,-3.0
58,117,0.0,-4.0
59,119,-1.0,4.0
60,121,0.0,5.0
61,123,0.0,-3.0
62,125,0.0,-2.0
63,127,2.0,-2.0
64,129,-2.0,-3.0
65,131,1.0,3.0
66,133,-1.0,6.0
67,135,0.0,-4.0
68,137,-0.0,-2.0
69,139,-0.0,-2.0
70,141,1.0,-1.0
71,143,-1.0,-2.0
72,145,0.0,-1.0
73,147,1.0,1.0
74,149,-0.0,2.0
75,151,-0.0,1.0
76,153,1.0,-3.0
77,155,-0.0,7.0
78,157,-1.0,5.0
79,159,0.0,-3.0
80,161,0.0,-2.0
81,163,-0.0,-2.0
82,165,1.0,-3.0
83,167,-1.0,5.0
84,169,1.0,-2.0
85,171,0.0,-2.0
86,173,-0.0,-1.0
87,175,0.0,3.0
88,177,1.0,5.0
89,179,-1.0,4.0
90,181,-1.0,-5.0
91,183,1.0,3.0
92,185,-1.0,-2.0
93,187,0.0,-3.0
94,189,2.0,-2.0
95,191,-1.0,0.0
96,193,-1.0,-2.0
97,195,0.0,4.0
98,197,0.0,3.0
99,199,-0.0,5.0
100,201,1.0,-1.0
101,203,-1.0,-2.0
102,205,-1.0,-2.0
103,207,2.0,-1.0
104,209,0.0,3.0
105,211,-1.0,-2.0
106,213,1.0,-1.0
107,215,-1.0,-2.0
108,217,-2.0,-2.0
109,219,1.0,1.0
110,221,1.0,-1.0
111,223,0.0,-1.0
112,225,0.0,3.0
113,227,0.0,-2.0
114,229,0.0,-3.0
115,231,-0.0,9.0
116,233,-1.0,-3.0
117,235,0.0,-1.0
118,237,1.0,1.0
119,239,1.0,-1.0
120,241,-1.0,-2.0
